종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"001510","SK증권","KOSPI","증권","656","19","2.98","310019152176"
"001515","SK증권우","KOSPI","증권","2840","-40","-1.39","11111539760"
"285130","SK케미칼","KOSPI","화학","92300","1300","1.43","1626397994000"
"28513K","SK케미칼우","KOSPI","화학","42400","900","2.17","89694189600"
"017670","SK텔레콤","KOSPI","통신업","50900","100","0.20","11138607029600"
"000660","SK하이닉스","KOSPI","전기전자","86200","3100","3.73","62753803863000"
"064960","SNT모티브","KOSPI","운수장비","43650","1650","3.93","638299886400"
"100840","SNT에너지","KOSPI","기계","17700","400","2.31","132868784700"
"003570","SNT중공업","KOSPI","운수장비","10100","840","9.07","335852239700"
"036530","SNT홀딩스","KOSPI","기타금융","14600","300","2.10","238036735600"
"005610","SPC삼립","KOSPI","음식료품","84400","-1300","-1.52","728288359600"
"011810","STX","KOSPI","유통업","3315","50","1.53","94880120010"
"077970","STX엔진","KOSPI","기계","13200","250","1.93","303717532800"
"071970","STX중공업","KOSPI","기계","3775","95","2.58","107081559400"
"002820","SUN&L","KOSPI","종이목재","3685","55","1.52","46460439465"
"084870","TBH글로벌","KOSPI","섬유의복","1725","35","2.07","35978012775"
"002710","TCC스틸","KOSPI","철강금속","8490","260","3.16","210919438710"
"069260","TKG휴켐스","KOSPI","화학","19650","750","3.97","803264254200"
"002900","TYM","KOSPI","기계","2105","70","3.44","320704637435"
"024070","WISCOM","KOSPI","화학","2845","45","1.61","43603716110"
"037270","YG PLUS","KOSPI","서비스업","4770","60","1.27","302558285700"
"000500","가온전선","KOSPI","전기전자","16700","800","5.03","69477794900"
"000860","강남제비스코","KOSPI","화학","21450","1200","5.93","139425000000"
"035250","강원랜드","KOSPI","서비스업","24050","500","2.12","5145269025000"
"011420","갤럭시아에스엠","KOSPI","서비스업","1890","105","5.88","52068827160"
"002100","경농","KOSPI","화학","9160","210","2.35","178826787000"
"009450","경동나비엔","KOSPI","전기전자","34750","550","1.61","506258572000"
"267290","경동도시가스","KOSPI","전기가스업","22250","100","0.45","131172783500"
"012320","경동인베스트","KOSPI","기타금융","30500","700","2.35","72133201500"
"000050","경방","KOSPI","유통업","11550","100","0.87","316646368500"
"214390","경보제약","KOSPI","의약품","5310","200","3.91","126945426600"
"012610","경인양행","KOSPI","화학","4790","50","1.05","199342388350"
"009140","경인전자","KOSPI","전기전자","25900","-200","-0.77","40683642300"
"013580","계룡건설","KOSPI","건설업","18250","850","4.89","162989052750"
"012200","계양전기","KOSPI","기계","2475","105","4.43","80685000000"
"012205","계양전기우","KOSPI","기계","4950","150","3.13","6930000000"
"002140","고려산업","KOSPI","음식료품","5540","170","3.17","138164414500"
"010130","고려아연","KOSPI","철강금속","597000","2000","0.34","11858305326000"
"002240","고려제강","KOSPI","철강금속","17700","650","3.81","407100000000"
"009290","광동제약","KOSPI","의약품","5970","50","0.84","312952480470"
"017040","광명전기","KOSPI","전기전자","2150","60","2.87","93175872250"
"017900","광전자","KOSPI","전기전자","2160","75","3.60","125158528080"
"037710","광주신세계","KOSPI","유통업","31650","300","0.96","253200000000"
"030610","교보증권","KOSPI","증권","5770","100","1.76","373049517920"
"339770","교촌에프앤비","KOSPI","유통업","10050","210","2.13","251074527000"
"007690","국도화학","KOSPI","화학","43800","650","1.51","394664980800"
"005320","국동","KOSPI","유통업","1170","65","5.88","64828981620"
"001140","국보","KOSPI","운수창고업","883","3","0.34","70093227857"
"002720","국제약품","KOSPI","의약품","4330","105","2.49","87444995170"
"083420","그린케미칼","KOSPI","화학","10800","2140","24.71","259200000000"
"014530","극동유화","KOSPI","화학","3505","100","2.94","122217317100"
"014280","금강공업","KOSPI","철강금속","5280","110","2.13","154859004960"
"014285","금강공업우","KOSPI","철강금속","11600","200","1.75","6842550000"
"008870","금비","KOSPI","비금속광물","59000","1000","1.72","59000000000"
"001570","금양","KOSPI","화학","16350","550","3.48","949118104950"
"002990","금호건설","KOSPI","건설업","7460","0","0.00","275673818700"
"002995","금호건설우","KOSPI","건설업","21000","950","4.74","6137586000"
"011780","금호석유","KOSPI","화학","119500","4000","3.46","3620353358000"
"011785","금호석유우","KOSPI","화학","84500","1400","1.68","255484567000"
"214330","금호에이치티","KOSPI","운수장비","1105","25","2.31","219872756350"
"001210","금호전기","KOSPI","전기전자","1065","25","2.40","29345213415"
"073240","금호타이어","KOSPI","화학","3325","-10","-0.30","955140454275"
"092440","기신정기","KOSPI","기계","3655","275","8.14","106726000000"
"000270","기아","KOSPI","운수장비","72800","900","1.25","29510451661600"
"024110","기업은행","KOSPI","은행","9720","200","2.10","7234601705640"
"013700","까뮤이앤씨","KOSPI","건설업","1775","75","4.41","80145297000"
"004540","깨끗한나라","KOSPI","종이목재","2940","65","2.26","109487637420"
"004545","깨끗한나라우","KOSPI","종이목재","16700","300","1.83","6114872000"
"001260","남광토건","KOSPI","건설업","8770","180","2.10","86200452780"
"008350","남선알미늄","KOSPI","철강금속","1780","65","3.79","229760780200"
"008355","남선알미우","KOSPI","철강금속","22250","1050","4.95","6850552500"
"004270","남성","KOSPI","유통업","2025","170","9.16","73329624000"
"003920","남양유업","KOSPI","음식료품","383500","1000","0.26","276120000000"
"003925","남양유업우","KOSPI","음식료품","206500","4000","1.98","34415703000"
"025860","남해화학","KOSPI","화학","8460","240","2.92","420283011780"
"005720","넥센","KOSPI","화학","4000","40","1.01","214175908000"
"005725","넥센우","KOSPI","화학","2905","35","1.22","10459743000"
"002350","넥센타이어","KOSPI","화학","7130","-60","-0.83","696371963010"
"002355","넥센타이어1우B","KOSPI","화학","2790","20","0.72","18135000000"
"251270","넷마블","KOSPI","서비스업","53600","2300","4.48","4607107707200"
"090350","노루페인트","KOSPI","화학","7870","270","3.55","157400000000"
"090355","노루페인트우","KOSPI","화학","15150","650","4.48","7016358900"
"000320","노루홀딩스","KOSPI","기타금융","11450","400","3.62","152183678950"
"000325","노루홀딩스우","KOSPI","기타금융","23800","1000","4.39","5796704200"
"006280","녹십자","KOSPI","의약품","125000","1500","1.21","1460817250000"
"005250","녹십자홀딩스","KOSPI","서비스업","16750","450","2.76","787722517500"
"005257","녹십자홀딩스2우","KOSPI","서비스업","42350","200","0.47","35827676500"
"004370","농심","KOSPI","음식료품","297500","-500","-0.17","1809585995000"
"072710","농심홀딩스","KOSPI","기타금융","63600","1000","1.60","294963444000"
"058730","다스코","KOSPI","기계","5110","265","5.47","94255293930"
"030210","다올투자증권","KOSPI","증권","3695","55","1.51","222860569940"
"023590","다우기술","KOSPI","서비스업","17400","400","2.35","780679135800"
"145210","다이나믹디자인","KOSPI","기계","4900","215","4.59","32347467600"
"019680","대교","KOSPI","서비스업","2385","20","0.85","202016297250"
"019685","대교우B","KOSPI","서비스업","1750","5","0.29","33997232500"
"006370","대구백화점","KOSPI","유통업","10000","10","0.10","108216110000"
"008060","대덕","KOSPI","기타금융","5950","150","2.59","201646392500"
"00806K","대덕1우","KOSPI","기타금융","7490","120","1.63","9080553930"
"353200","대덕전자","KOSPI","전기전자","22000","750","3.53","1087172350000"
"35320K","대덕전자1우","KOSPI","전기전자","9830","40","0.41","20598951770"
"000490","대동","KOSPI","기계","9900","280","2.91","236930304600"
"008110","대동전자","KOSPI","전기전자","11900","250","2.15","124836319300"
"005750","대림B&Co","KOSPI","비금속광물","4000","195","5.12","66688960000"
"006570","대림통상","KOSPI","기계","3260","15","0.46","49633500000"
"001680","대상","KOSPI","음식료품","21850","300","1.39","757059346250"
"001685","대상우","KOSPI","음식료품","15750","300","1.94","21581012250"
"084690","대상홀딩스","KOSPI","기타금융","7400","170","2.35","267972781200"
"084695","대상홀딩스우","KOSPI","기타금융","8780","130","1.50","8020371960"
"128820","대성산업","KOSPI","유통업","4080","65","1.62","184560750240"
"117580","대성에너지","KOSPI","전기가스업","12250","50","0.41","336875000000"
"016710","대성홀딩스","KOSPI","서비스업","88200","-300","-0.34","1419090283800"
"003540","대신증권","KOSPI","증권","14050","300","2.18","713366270000"
"003547","대신증권2우B","KOSPI","증권","13150","100","0.77","131500000000"
"003545","대신증권우","KOSPI","증권","13500","50","0.37","351000000000"
"009190","대양금속","KOSPI","철강금속","3310","0","0.00","107094268840"
"014160","대영포장","KOSPI","종이목재","1350","15","1.12","146332641150"
"047040","대우건설","KOSPI","건설업","4255","135","3.28","1768474324690"
"009320","대우부품","KOSPI","운수장비","1640","30","1.86","78140055000"
"042660","대우조선해양","KOSPI","운수장비","19550","600","3.17","2097532578950"
"003090","대웅","KOSPI","의약품","21000","50","0.24","1220981580000"
"069620","대웅제약","KOSPI","의약품","158000","0","0.00","1830678850000"
"000430","대원강업","KOSPI","운수장비","2735","45","1.67","169570000000"
"006340","대원전선","KOSPI","전기전자","1195","35","3.02","85997618130"
"006345","대원전선우","KOSPI","전기전자","2250","40","1.81","5897700000"
"003220","대원제약","KOSPI","의약품","15300","100","0.66","334195390800"
"024890","대원화성","KOSPI","화학","2690","100","3.86","110960218880"
"002880","대유에이텍","KOSPI","운수장비","660","23","3.61","76017232500"
"000300","대유플러스","KOSPI","전기전자","850","29","3.53","102848957900"
"012800","대창","KOSPI","철강금속","1250","45","3.73","113925623750"
"015230","대창단조","KOSPI","운수장비","5200","190","3.79","148575596000"
"001070","대한방직","KOSPI","섬유의복","51000","1000","2.00","270300000000"
"006650","대한유화","KOSPI","화학","106500","3000","2.90","692250000000"
"001440","대한전선","KOSPI","전기전자","1485","35","2.41","1848042418365"
"084010","대한제강","KOSPI","철강금속","12750","550","4.51","314245858500"
"001790","대한제당","KOSPI","음식료품","2700","115","4.45","242180766000"
"001795","대한제당우","KOSPI","음식료품","2530","125","5.20","16401382800"
"001130","대한제분","KOSPI","음식료품","129500","2000","1.57","218855000000"
"003490","대한항공","KOSPI","운수창고업","21700","-400","-1.81","7990388343700"
"003495","대한항공우","KOSPI","운수창고업","27000","100","0.37","29991438000"
"005880","대한해운","KOSPI","운수창고업","2025","80","4.11","646334356500"
"003830","대한화섬","KOSPI","화학","99100","1400","1.43","131604800000"
"016090","대현","KOSPI","섬유의복","2065","65","3.25","91442970150"
"069460","대호에이엘","KOSPI","철강금속","1600","50","3.23","83205630400"
"192080","더블유게임즈","KOSPI","서비스업","43450","-450","-1.03","798372111900"
"012510","더존비즈온","KOSPI","서비스업","32450","1250","4.01","985921340800"
"004830","덕성","KOSPI","화학","4555","145","3.29","71422400000"
"004835","덕성우","KOSPI","화학","7250","140","1.97","10092000000"
"024900","덕양산업","KOSPI","운수장비","2435","65","2.74","79295726300"
"145720","덴티움","KOSPI","의료정밀","89800","6300","7.54","993980934000"
"002150","도화엔지니어링","KOSPI","서비스업","8000","270","3.49","269760000000"
"001230","동국제강","KOSPI","철강금속","11450","650","6.02","1092704838650"
"023450","동남합성","KOSPI","화학","55700","-400","-0.71","201077000000"
"004140","동방","KOSPI","운수창고업","2150","80","3.86","103139296900"
"007590","동방아그로","KOSPI","화학","6330","30","0.48","86199262410"
"005960","동부건설","KOSPI","건설업","8820","70","0.80","201752649000"
"005965","동부건설우","KOSPI","건설업","24050","150","0.63","5428854600"
"026960","동서","KOSPI","유통업","20600","-200","-0.96","2053820000000"
"002210","동성제약","KOSPI","의약품","6560","20","0.31","171222363200"
"102260","동성케미컬","KOSPI","서비스업","4700","85","1.84","233541721600"
"000640","동아쏘시오홀딩스","KOSPI","기타금융","99300","-1700","-1.68","630447060900"
"170900","동아에스티","KOSPI","의약품","50500","700","1.41","426550169000"
"028100","동아지질","KOSPI","건설업","13750","350","2.61","193223882500"
"282690","동아타이어","KOSPI","화학","11850","200","1.72","162736227750"
"001520","동양","KOSPI","비금속광물","936","20","2.18","223408282968"
"001527","동양2우B","KOSPI","비금속광물","11950","450","3.91","3687399550"
"084670","동양고속","KOSPI","운수창고업","14000","200","1.45","40537966000"
"082640","동양생명","KOSPI","보험","4920","105","2.18","793884238200"
"001525","동양우","KOSPI","비금속광물","6070","130","2.19","3749627170"
"008970","동양철관","KOSPI","철강금속","1015","25","2.53","120668569350"
"092780","동양피스톤","KOSPI","운수장비","4285","135","3.25","56426851100"
"049770","동원F&B","KOSPI","음식료품","144500","500","0.35","557643418000"
"018500","동원금속","KOSPI","운수장비","970","13","1.36","45352285010"
"006040","동원산업","KOSPI","농업, 임업 및 어업","232500","0","0.00","855051532500"
"030720","동원수산","KOSPI","농업, 임업 및 어업","8790","290","3.41","40906945950"
"014820","동원시스템즈","KOSPI","화학","46700","900","1.97","1353892869400"
"014825","동원시스템즈우","KOSPI","화학","28150","-100","-0.35","7434724650"
"163560","동일고무벨트","KOSPI","화학","6030","90","1.52","83817000000"
"004890","동일산업","KOSPI","철강금속","174000","-1000","-0.57","421987410000"
"002690","동일제강","KOSPI","철강금속","2380","80","3.48","48314856800"
"000020","동화약품","KOSPI","의약품","8770","510","6.17","244958991900"
"000150","두산","KOSPI","기타금융","80000","-1100","-1.36","1321906800000"
"000157","두산2우B","KOSPI","기타금융","84000","500","0.60","75015192000"
"241560","두산밥캣","KOSPI","기계","29600","1100","3.86","2967375313600"
"034020","두산에너빌리티","KOSPI","기계","14950","700","4.91","9542705093350"
"000155","두산우","KOSPI","기타금융","53500","-400","-0.74","213810717000"
"336260","두산퓨얼셀","KOSPI","전기전자","29550","950","3.32","1935339603300"
"33626K","두산퓨얼셀1우","KOSPI","전기전자","9480","130","1.39","126692616000"
"33626L","두산퓨얼셀2우B","KOSPI","전기전자","11650","450","4.02","34790395000"
"016740","두올","KOSPI","운수장비","2485","100","4.19","82170699800"
"192650","드림텍","KOSPI","전기전자","10650","500","4.93","717602293050"
"024090","디씨엠","KOSPI","철강금속","14300","600","4.38","163020000000"
"003160","디아이","KOSPI","의료정밀","4430","175","4.11","139530757550"
"092200","디아이씨","KOSPI","운수장비","4030","930","30.00","156720933070"
"377190","디앤디플랫폼리츠","KOSPI","서비스업","4045","-90","-2.18","260498000000"
"013570","디와이","KOSPI","기타금융","5740","440","8.30","151074693420"
"210540","디와이파워","KOSPI","기계","9970","620","6.63","110085828760"
"115390","락앤락","KOSPI","화학","6840","80","1.18","343371036960"
"032350","롯데관광개발","KOSPI","서비스업","10900","50","0.46","788425895900"
"089860","롯데렌탈","KOSPI","서비스업","31800","700","2.25","1164963203400"
"330590","롯데리츠","KOSPI","서비스업","4900","0","0.00","1190547531600"
"000400","롯데손해보험","KOSPI","보험","1390","60","4.51","431367484800"
"023530","롯데쇼핑","KOSPI","유통업","91100","4600","5.32","2577105580500"
"004000","롯데정밀화학","KOSPI","화학","57600","1300","2.31","1486080000000"
"286940","롯데정보통신","KOSPI","서비스업","23800","200","0.85","366432677800"
"280360","롯데제과","KOSPI","음식료품","136000","-2500","-1.81","1283102064000"
"004990","롯데지주","KOSPI","기타금융","38700","400","1.04","4059987471900"
"00499K","롯데지주우","KOSPI","기타금융","46200","800","1.76","37218858600"
"005300","롯데칠성","KOSPI","음식료품","156000","-3500","-2.19","1447505904000"
"005305","롯데칠성우","KOSPI","음식료품","68600","-200","-0.29","53186266000"
"011170","롯데케미칼","KOSPI","화학","149500","5500","3.82","5124175140500"
"071840","롯데하이마트","KOSPI","유통업","13250","300","2.32","312802184000"
"027740","마니커","KOSPI","음식료품","1190","20","1.71","75578361320"
"357430","마스턴프리미어리츠","KOSPI","서비스업","4180","-140","-3.24","111104400000"
"001080","만호제강","KOSPI","철강금속","25850","850","3.40","107277500000"
"088980","맥쿼리인프라","KOSPI","기타금융","11900","150","1.28","4817662009300"
"094800","맵스리얼티1","KOSPI","기타금융","4165","-15","-0.36","386654988615"
"138040","메리츠금융지주","KOSPI","기타금융","21600","750","3.60","2755551355200"
"008560","메리츠증권","KOSPI","증권","3675","0","0.00","2350936377825"
"000060","메리츠화재","KOSPI","보험","30300","800","2.71","3447624900000"
"090370","메타랩스","KOSPI","섬유의복","626","9","1.46","77951678448"
"017180","명문제약","KOSPI","의약품","2670","150","5.95","90655722180"
"009900","명신산업","KOSPI","운수장비","17550","200","1.15","920850834150"
"012690","모나리자","KOSPI","종이목재","2955","120","4.23","108068058525"
"005360","모나미","KOSPI","유통업","3160","60","1.94","59715490120"
"204210","모두투어리츠","KOSPI","서비스업","4485","-70","-1.54","35103265275"
"009680","모토닉","KOSPI","운수장비","7890","160","2.07","260370000000"
"009580","무림P&P","KOSPI","종이목재","4485","80","1.82","279721933140"
"009200","무림페이퍼","KOSPI","종이목재","2175","55","2.59","90500249250"
"033920","무학","KOSPI","음식료품","5450","240","4.61","155325000000"
"008420","문배철강","KOSPI","철강금속","4355","180","4.31","89292764275"
"025560","미래산업","KOSPI","의료정밀","8490","190","2.29","37797539430"
"007120","미래아이앤지","KOSPI","서비스업","300","7","2.39","41825377200"
"396690","미래에셋글로벌리츠","KOSPI","서비스업","4450","-40","-0.89","129317000000"
