,업종명,평가연도,총자산규모(Size),부채비율(DEB),자기자본비율(DEB),매출액증가율,현금흐름(CF),PBR,ESG,E,S,G,배당지급(DV)
고려제강,철강금속,2015,2425786817000.0,66.6,60.02,9.84,0.3937960856319505,0.94,B이하,B,B이하,B+,6299000.0
광동제약,의약품,2015,663786481000.0,75.73,56.91,82.94,0.07189713260208191,2.25,B이하,B,B이하,B이하,3246000.0
광명전기,전기전자,2015,131457603000.0,49.67,66.81,-13.7,0.19893630107526883,1.51,B이하,B,B이하,B이하,0.0
광전자,전기전자,2015,240272144000.0,18.24,84.58,-12.47,0.08984998090788616,0.675,B이하,B,B이하,B이하,0.0
광주신세계,유통업,2015,659495158000.0,34.21,74.51,0.25,0.25384761751699686,1.055,B이하,B+,B이하,B이하,2000000.0
교보증권,증권,2015,5534211787000.0,706.62,12.4,41.24,0.25776719789178215,0.615,B+,A,B+,B이하,5203000.0
국도화학,화학,2015,681283306000.0,58.17,63.22,3.47,0.09541023138402609,0.9450000000000001,B이하,C,B이하,B+,8716000.0
국동,유통업,2015,93758552000.0,200.26,33.3,-8.49,0.038156573693510755,3.455,B이하,B,B이하,B이하,0.0
국보,운수창고업,2015,83085438000.0,351.32,22.16,-6.05,-0.009816482343696859,1.625,B이하,C,B이하,B이하,50000.0
국제약품,의약품,2015,136643778000.0,99.6,50.1,-3.91,-0.0455005687365093,1.335,B이하,B,B이하,B이하,0.0
극동유화,화학,2015,187471506000.0,43.64,69.62,-10.14,0.06843378410568614,0.9450000000000001,B이하,B,B이하,B이하,3487000.0
금강공업,철강금속,2015,678340605000.0,151.28,39.8,-20.47,0.053155569767836724,1.87,B이하,C,B이하,B이하,1795000.0
금양,화학,2015,165405931000.0,185.41,35.04,0.28,0.04793071826828468,1.4700000000000002,B이하,C,B이하,B이하,2017000.0
금호전기,전기전자,2015,475649784000.0,162.79,38.05,-11.46,-0.17574821930895387,0.73,B이하,C,B이하,B이하,0.0
금호타이어,화학,2015,5219976571000.0,314.02,24.15,-11.56,0.09390876063641337,0.95,B이하,C,B+,B+,0.0
깨끗한나라,종이목재,2015,519111847000.0,154.34,39.32,3.38,0.024134629526264963,1.375,B이하,B,B이하,B+,0.0
남선알미늄,철강금속,2015,286102329000.0,177.59,36.02,2.64,-0.04092113451207189,1.31,B이하,C,B+,B이하,0.0
남성,유통업,2015,201740627000.0,184.16,35.19,9.85,-0.1305776788726963,0.43500000000000005,B이하,C,B이하,B이하,157000.0
남양유업,음식료품,2015,994148527000.0,17.08,85.41,5.5,0.045893942727893974,0.79,B이하,C,B이하,B이하,855000.0
남해화학,화학,2015,517179022000.0,34.12,74.56,-5.47,0.07411696419894452,1.4300000000000002,B이하,C,B이하,B+,2877000.0
넥센,서비스업,2015,883064033000.0,21.82,82.09,-13.6,0.20427539311298035,0.99,B이하,B,B이하,B이하,3004000.0
넥센타이어,화학,2015,2580874677000.0,149.59,40.07,4.47,0.2184049629423382,1.455,B이하,C,B이하,B+,8145000.0
노루페인트,화학,2015,572890897000.0,111.24,47.34,0.76,0.06888601938878615,1.2850000000000001,B이하,B,B이하,B이하,4095000.0
노루홀딩스,서비스업,2015,986460689000.0,89.21,52.85,2.01,1.0321840966774343,1.915,B이하,B,B이하,B이하,4169000.0
녹십자,의약품,2015,1415128446000.0,41.84,70.5,7.43,0.049559900143606554,2.63,B이하,B,B+,B이하,20236000.0
녹십자홀딩스,서비스업,2015,2058661120000.0,57.46,63.51,8.43,0.14721591479745563,3.7249999999999996,B이하,C,B+,B이하,13622000.0
농심,음식료품,2015,2418707598000.0,46.9,68.07,6.85,0.10744433627070286,1.3,B이하,C,B이하,B+,23131000.0
농심홀딩스,서비스업,2015,1084728406000.0,39.15,71.86,15.94,0.2831528617552099,1.175,B이하,B,B이하,B이하,9276000.0
다우기술,서비스업,2015,7156248386000.0,394.36,20.23,34.07,-0.6975442785634137,2.365,B이하,B,B이하,B이하,6490000.0
대교,서비스업,2015,820643070000.0,27.43,78.47,0.33,0.06968454975090561,1.6349999999999998,B이하,A,B이하,B이하,12782000.0
대구백화점,유통업,2015,623073741000.0,67.11,59.84,0.0,0.14780184063451693,0.59,B이하,B,B이하,B이하,4636000.0
대림통상,기계,2015,233526337000.0,96.96,50.77,0.78,0.027725000495530318,0.82,B이하,C,B이하,B이하,2228000.0
대상,음식료품,2015,2104598662000.0,157.12,38.89,1.79,0.05605662002832033,1.875,B이하,C,B이하,B이하,14421000.0
대상홀딩스,서비스업,2015,2480427275000.0,148.53,40.24,3.13,7.8738939824205545,2.285,B이하,C,B이하,B이하,6321000.0
대성산업,유통업,2015,1076329030000.0,822.98,10.83,-15.65,-0.0442313759903533,3.79,B이하,B,B이하,B+,0.0
대성에너지,전기가스업,2015,627437223000.0,120.01,45.45,-17.95,0.04020481861644704,0.76,B이하,C,B이하,B이하,6875000.0
대성홀딩스,서비스업,2015,1139355864000.0,112.92,46.96,-17.16,2.03476322178824,0.905,B이하,B,B이하,B이하,4022000.0
대신증권,증권,2015,18685970298000.0,979.17,9.27,54.39,0.10632796933319257,0.6699999999999999,B+,A,B이하,B이하,36565000.0
대양금속,철강금속,2015,98535738000.0,712.27,12.31,-0.44,-0.0749866643631637,3.55,B이하,C,B이하,B이하,0.0
대영포장,종이목재,2015,210805563000.0,68.97,59.18,-0.96,0.05340366904854528,0.97,B이하,C,B이하,B이하,0.0
대우건설,건설업,2015,10152059203000.0,258.64,27.88,-0.59,0.06935393600085042,1.115,B이하,D,B+,A,0.0
대우조선해양,운수장비,2015,18880345263000.0,2950.77,3.28,-0.85,-0.06107414480802759,6.875,B+,B,B이하,A,0.0
대웅,서비스업,2015,1242301736000.0,49.95,66.69,11.51,1.4938999162479063,3.4,B이하,C,B이하,B이하,4260000.0
대웅제약,의약품,2015,944529005000.0,62.78,61.43,14.1,0.04483082308058417,2.635,B이하,C,B+,B이하,7225000.0
대원강업,운수장비,2015,1157468859000.0,126.79,44.09,-1.59,0.1251449352577341,0.985,B이하,C,B이하,B+,7750000.0
대원전선,전기전자,2015,214471796000.0,164.14,37.86,6.98,0.04268772029838917,1.96,B이하,C,B이하,B이하,0.0
대원제약,의약품,2015,194749289000.0,31.0,76.33,18.79,0.12120552485669081,2.84,B이하,B+,B이하,B이하,3403000.0
대원화성,화학,2015,126841403000.0,97.62,50.6,9.94,0.04444132712210957,2.095,B이하,B,B이하,B+,0.0
대유에이텍,운수장비,2015,754878946000.0,416.74,19.35,37.03,0.0990604779629242,2.25,B이하,C,B이하,B이하,4858000.0
대창,철강금속,2015,539125755000.0,261.6,27.66,-23.19,0.17753151979673937,0.65,B이하,C,B이하,B+,0.0
대창단조,운수장비,2015,195292739000.0,28.85,77.61,-5.61,0.09766198814508674,0.81,B이하,B,B이하,B+,2600000.0
대한방직,섬유의복,2015,370516547000.0,126.26,44.2,0.0,-0.03931116118871717,0.605,B이하,B,B이하,B이하,0.0
대한유화,화학,2015,1529064058000.0,47.65,67.73,-15.9,0.18848235616751016,0.985,B이하,C,B이하,B+,12352000.0
대한전선,전기전자,2015,1552803066000.0,338.34,22.81,-20.26,-0.08877710762336784,6.76,B이하,D,B이하,B+,0.0
대한제강,철강금속,2015,635458249000.0,57.09,63.66,-14.79,0.13084520401403554,0.58,B이하,B,B이하,B+,5658000.0
대한제당,음식료품,2015,1541681141000.0,262.86,27.56,-1.15,-0.006500373855483347,0.595,B이하,B+,B이하,B이하,3964000.0
대한제분,음식료품,2015,895425738000.0,36.31,73.36,-5.04,0.15738463796448773,0.59,B이하,C,B이하,B+,3285000.0
대한항공,운수창고업,2015,24180351113000.0,867.59,10.33,-3.06,0.24123815301213972,1.435,B이하,D,B+,A,0.0
대한해운,운수창고업,2015,1517923154000.0,166.6,37.51,0.0,0.27642704871816404,0.94,B이하,C,B이하,B이하,0.0
대한화섬,화학,2015,516448518000.0,24.83,80.11,-5.42,-0.036848671330737805,0.34500000000000003,B이하,B,B이하,B+,0.0
대현,섬유의복,2015,225697006000.0,92.5,51.95,5.77,0.040718111807559396,1.22,B이하,B,B이하,B이하,1550000.0
대호에이엘,철강금속,2015,89999597000.0,274.74,26.69,-7.7,0.062022955134268205,2.165,B이하,C,B이하,B+,0.0
더존비즈온,서비스업,2015,213534002000.0,60.82,62.18,15.66,0.27751998618721535,4.6,B이하,B,B이하,B이하,6528000.0
덕성,화학,2015,97271143000.0,53.19,65.28,-6.5,0.07963378251682689,2.45,B이하,C,B이하,B이하,317000.0
덕양산업,운수장비,2015,419423211000.0,359.59,21.76,0.0,0.03585104581075152,1.7449999999999999,B이하,B,B이하,B이하,647000.0
도화엔지니어링,서비스업,2015,313077919000.0,36.17,73.44,19.77,0.05029618103022018,0.71,B이하,B,B이하,B이하,4961000.0
동국제강,철강금속,2015,6895914185000.0,207.04,32.57,-5.74,0.21365730251612125,0.23,B이하,C,B이하,B+,0.0
동남합성,화학,2015,68268555000.0,27.27,78.57,0.5,0.06481991686057152,1.0750000000000002,B이하,C,B이하,B이하,200000.0
동방,운수창고업,2015,633221223000.0,537.96,15.67,-0.61,0.1368405408042799,0.715,B이하,B,B이하,B이하,192000.0
동방아그로,화학,2015,170104382000.0,37.84,72.55,1.05,0.02478207906346315,1.05,B이하,B,B이하,B이하,2553000.0
동성제약,의약품,2015,124116094000.0,114.97,46.52,2.05,-0.12482531476024646,2.545,B이하,B,B이하,B이하,0.0
동아쏘시오홀딩스,서비스업,2015,1223518090000.0,103.03,49.25,11.75,1.6566739740047078,2.175,B이하,B,B이하,B이하,4667000.0
동아에스티,의약품,2015,1063538923000.0,92.05,52.07,0.41,0.074654984671894,1.995,B이하,B+,B이하,B이하,8031000.0
동아지질,건설업,2015,259436782000.0,87.47,53.34,-2.94,0.055513553949363977,0.69,B이하,C,B이하,B이하,1978000.0
동양고속,운수창고업,2015,240378400000.0,82.91,54.67,-0.38,0.13960288385732494,0.845,B이하,C,B이하,B이하,4640000.0
동양철관,철강금속,2015,177487702000.0,100.73,49.82,-14.27,0.03332699500813438,1.18,B이하,C,B이하,B이하,0.0
동원산업,"농업, 임업 및 어업",2015,1617995582000.0,128.24,43.81,-1.75,0.08756988614946187,1.985,B이하,B,B+,B이하,6726000.0
동원수산,"농업, 임업 및 어업",2015,93634520000.0,178.69,35.88,7.52,-0.03896958380550118,1.49,B이하,B,B이하,B이하,0.0
동원시스템즈,화학,2015,1272359912000.0,308.55,24.48,61.46,0.45519187961478474,7.904999999999999,B이하,C,B이하,B이하,6099000.0
동일고무벨트,화학,2015,248608774000.0,55.14,64.46,0.0,0.083714271058571,0.96,B이하,C,B이하,B이하,903000.0
동일산업,철강금속,2015,347524136000.0,10.07,90.85,0.0,0.13562152499537694,0.49,B이하,B,B이하,B+,1345000.0
동화약품,의약품,2015,317187030000.0,37.84,72.55,4.56,0.0888576171253713,1.11,B이하,C,B이하,B이하,2213000.0
두산,서비스업,2015,31556310459000.0,275.96,26.6,-7.37,-0.009484477111973168,1.595,A,A,A,A,91267000.0
디씨엠,철강금속,2015,163227897000.0,17.79,84.9,-5.42,0.17535469476053278,1.35,B이하,C,B이하,B이하,1983000.0
디아이,의료정밀,2015,171701971000.0,48.64,67.28,-21.27,-0.05423605533244087,2.705,B이하,B,B이하,B이하,1434000.0
디아이씨,운수장비,2015,585802945000.0,233.69,29.97,3.46,0.11621073334266262,1.125,B이하,B,B이하,B이하,0.0
디와이,서비스업,2015,700398787000.0,78.57,56.0,6.45,0.40190220876699567,0.635,B이하,B,B이하,B이하,2792000.0
락앤락,화학,2015,756469839000.0,18.21,84.59,-3.45,0.39358196841938875,1.4300000000000002,B이하,B+,B이하,B이하,10837000.0
롯데관광개발,서비스업,2015,249000437000.0,50.7,66.36,5.55,-0.004928940342822925,2.73,B이하,C,B이하,B이하,0.0
롯데손해보험,보험,2015,8778322829000.0,1881.51,5.05,12.19,0.16894471268322256,0.76,B+,B+,A,B이하,0.0
롯데쇼핑,유통업,2015,40693366455000.0,138.14,41.99,3.66,0.039627604972191956,0.53,B이하,C,B이하,A,59104000.0
롯데케미칼,화학,2015,11467808899000.0,51.78,65.89,-21.17,0.3063790668637406,1.035,A,B,A+,A+,84230000.0
롯데하이마트,유통업,2015,2905213285000.0,62.96,61.37,3.78,0.03087772991555482,0.9199999999999999,B+,B+,B+,B이하,10151000.0
마니커,음식료품,2015,222831034000.0,177.4,36.05,-19.22,0.06133674139860645,1.135,B이하,C,B이하,B이하,0.0
메리츠금융지주,기타금융,2015,32026283356000.0,782.43,11.33,33.33,-29.583817549071,2.31,B이하,A,B이하,B이하,21778000.0
명문제약,의약품,2015,199417323000.0,197.11,33.66,18.67,-0.04731879996561506,1.295,B이하,B,B이하,B이하,634000.0
모나리자,종이목재,2015,78701061000.0,21.05,82.61,0.13,0.050108239379706015,3.0549999999999997,B이하,C,B이하,B이하,1828000.0
모나미,유통업,2015,162288656000.0,126.12,44.22,-4.76,0.045749808018753536,1.33,B이하,C,B이하,B이하,1134000.0
모토닉,운수장비,2015,429266968000.0,13.08,88.43,-6.43,0.10876652903388072,1.105,B이하,B,B이하,B이하,6401000.0
무림페이퍼,종이목재,2015,2170261009000.0,264.06,27.47,-1.8,0.14484112265239368,0.52,B이하,B,B이하,B+,0.0
무학,음식료품,2015,556846377000.0,27.73,78.29,1.94,0.28151667391280916,3.345,B이하,C,B이하,B이하,6965000.0
문배철강,철강금속,2015,104199406000.0,23.27,81.12,-12.93,0.05114610437514646,0.7,B이하,B,B이하,B이하,909000.0
미래산업,의료정밀,2015,70111792000.0,45.3,68.82,5.99,-0.32402685593708036,6.18,B이하,B,B이하,B이하,0.0
미래아이앤지,서비스업,2015,47974558000.0,6.61,93.8,-51.24,0.019978635807277177,2.56,B이하,C,B이하,B이하,0.0
미래에셋증권,증권,2015,34841940000000.0,694.52,12.59,26.49,-0.29660981148550797,1.1400000000000001,B이하,B+,B+,B이하,111015000.0
미원상사,화학,2015,231194650000.0,41.34,70.75,-3.15,0.2385360289593234,1.26,B이하,C,B이하,B이하,0.0
미원화학,화학,2015,96403994000.0,16.41,85.91,-4.0,0.10114408152062032,1.275,B이하,C,B이하,B이하,2929000.0
백광산업,화학,2015,309667229000.0,159.91,38.47,-60.82,0.15131576584595618,0.835,B이하,B,B이하,B+,0.0
백산,화학,2015,170612301000.0,64.68,60.72,1.36,0.02825661683945458,1.275,B이하,B,B이하,B이하,1439000.0
범양건영,건설업,2015,79199448000.0,82.18,54.89,0.0,-0.03347647462800458,1.685,B이하,C,B이하,B이하,0.0
벽산,비금속광물,2015,429504382000.0,60.64,62.25,3.37,0.13870865180196268,3.215,B이하,D,B이하,B이하,3848000.0
보락,화학,2015,49528866000.0,23.79,80.78,-0.27,0.10250384652525188,1.41,B이하,B,B이하,B이하,359000.0
보해양조,음식료품,2015,218462898000.0,111.15,47.36,1.1,0.24798804729009527,1.765,B이하,C,B이하,B이하,0.0
부광약품,의약품,2015,253660191000.0,12.66,88.76,0.0,0.07273927723779385,4.895,B이하,B,B이하,B이하,24442000.0
부국증권,증권,2015,1207762397000.0,184.82,35.11,0.0,-0.088243267416993,0.615,B이하,B,B이하,B이하,11921000.0
부국철강,철강금속,2015,120222230000.0,12.0,89.28,-10.1,0.08853007843397719,0.595,B이하,C,B이하,B이하,1500000.0
부산산업,비금속광물,2015,114238771000.0,101.87,49.54,20.72,0.6092325324059438,0.97,B이하,B,B이하,B이하,264000.0
부산주공,운수장비,2015,260186077000.0,388.17,20.48,-5.08,0.07673408906376866,0.72,B이하,B+,B이하,B+,0.0
비상교육,서비스업,2015,235171219000.0,36.57,73.22,5.09,0.29025227146233745,0.81,B이하,C,B이하,B이하,2448000.0
빙그레,음식료품,2015,616988522000.0,19.3,83.82,-2.61,0.08136167620857943,1.575,B이하,B,B이하,B이하,11052000.0
사조대림,음식료품,2015,657031493000.0,163.6,37.94,31.53,0.04261028645348621,0.65,B이하,C,B이하,B이하,0.0
사조산업,"농업, 임업 및 어업",2015,903081490000.0,139.06,41.83,-30.64,0.098580091881932,1.76,B이하,B,B이하,B이하,0.0
사조씨푸드,음식료품,2015,255290593000.0,42.82,70.02,7.34,0.03914030239796027,0.9550000000000001,B이하,B,B이하,B이하,0.0
사조오양,"농업, 임업 및 어업",2015,282509735000.0,140.99,41.49,74.28,0.0932438835449532,0.985,B이하,C,B이하,B이하,0.0
삼부토건,건설업,2015,1786124863000.0,0.0,0.0,-13.12,0.03343896794524595,0.0,B이하,C,B이하,B이하,0.0
삼성SDI,전기전자,2015,16225303458000.0,44.18,69.36,38.27,0.13189350606035566,0.75,A,B+,A,A+,70314000.0
삼성공조,운수장비,2015,244142813000.0,27.02,78.73,-8.2,0.11517431784289227,0.485,B이하,B+,B이하,B이하,802000.0
삼성물산,섬유의복,2015,42361430965000.0,131.31,43.23,160.15,-0.0070171055556337136,1.6600000000000001,B+,B,B+,A,83893000.0
삼성엔지니어링,서비스업,2015,5630758519000.0,0.0,0.0,-27.72,-0.16931676946209842,0.0,A,B+,A,A,0.0
삼성전기,전기전자,2015,7269452863000.0,68.45,59.36,-13.54,0.10139259206682823,1.2850000000000001,A,A,A,A,37916000.0
삼성전자,전기전자,2015,242179521000000.0,35.25,73.94,-2.69,0.29630374369536283,1.6600000000000001,A,B+,B+,A+,2919821000.0
삼성제약,의약품,2015,130217682000.0,181.63,35.51,0.0,-0.1266474609963255,8.005,B이하,D,B이하,B이하,0.0
삼성중공업,운수장비,2015,17301591987000.0,305.59,24.66,-24.57,0.06646139801586362,0.8999999999999999,B+,B+,B+,B+,0.0
삼성증권,증권,2015,30994440994000.0,779.57,11.37,27.03,-0.3652555875474789,1.235,A,A+,B+,B이하,70106000.0
삼성출판사,서비스업,2015,155126969000.0,53.0,65.36,-5.38,0.2852432756059161,1.655,B이하,B,B이하,B이하,1300000.0
삼성카드,기타금융,2015,19070996909000.0,185.14,35.07,-6.24,-0.12570427194500827,0.695,B+,A,B이하,B이하,173101000.0
삼아알미늄,철강금속,2015,188596464000.0,80.07,55.53,-0.56,0.024558652430340434,0.385,B이하,B,B이하,B이하,605000.0
삼양사,음식료품,2015,1437819497000.0,104.42,48.92,6.69,0.027528757093735628,1.06,B이하,C,B+,B+,8951000.0
삼양식품,음식료품,2015,296548102000.0,82.45,54.81,-7.56,0.04596796370861393,1.3,B이하,C,B이하,B이하,377000.0
삼양통상,기타제조업,2015,313703174000.0,36.05,73.5,8.01,-0.09588588796408866,1.12,B이하,B,B이하,B이하,2475000.0
삼양홀딩스,서비스업,2015,3071422344000.0,70.98,58.49,-1.66,0.5300599902100129,1.6949999999999998,B이하,C,B이하,B이하,11612000.0
삼영무역,유통업,2015,302880054000.0,15.77,86.38,-14.94,0.04470149514302341,1.6600000000000001,B이하,B,B이하,B이하,4406000.0
삼원강재,운수장비,2015,223484365000.0,24.76,80.16,-3.74,0.08634527634666442,0.885,B이하,C,B이하,B+,5000000.0
삼익악기,기타제조업,2015,408469903000.0,87.29,53.39,3.62,0.0349573087580019,2.16,B이하,C,B이하,B이하,3943000.0
삼일제약,의약품,2015,99311888000.0,82.52,54.79,3.13,0.033391238221571674,0.97,B이하,B,B이하,B이하,1021000.0
삼정펄프,종이목재,2015,190411828000.0,17.63,85.01,4.58,0.12142066243462817,0.595,B이하,B,B이하,B이하,3125000.0
삼진제약,의약품,2015,220735910000.0,49.08,67.08,7.55,0.08745810143595475,2.74,B이하,B,B이하,B이하,7472000.0
삼천리,전기가스업,2015,3543526900000.0,162.67,38.07,-2.31,0.06742732992779982,0.44500000000000006,B이하,C,B+,B+,8909000.0
삼호개발,건설업,2015,234678030000.0,88.36,53.09,26.58,0.17160668187286757,0.7150000000000001,B이하,C,B이하,B이하,2250000.0
삼화왕관,기계,2015,151582720000.0,23.34,81.08,0.72,0.15024475798549872,0.8200000000000001,B이하,C,B이하,B이하,1488000.0
삼화전기,전기전자,2015,128264278000.0,266.16,27.31,1.61,0.05517289107891447,1.475,B이하,B,B이하,B이하,198000.0
상신브레이크,운수장비,2015,334387254000.0,139.98,41.67,7.88,0.13147408479118058,1.32,B이하,B,B이하,B이하,3291000.0
새론오토모티브,운수장비,2015,245988030000.0,24.38,80.4,1.81,0.2400406172770944,1.19,B이하,C,B이하,B+,3840000.0
서연,서비스업,2015,2595484129000.0,164.64,37.79,55.61,32.491118475708866,1.095,B이하,C,B이하,B이하,3113000.0
서원,철강금속,2015,244994346000.0,267.33,27.22,-22.01,0.05961257743064907,0.965,B이하,B,B이하,B이하,0.0
서흥,화학,2015,556754829000.0,111.66,47.25,4.47,0.11242158430699968,2.745,B이하,B,B이하,B이하,2892000.0
선도전기,전기전자,2015,135947962000.0,72.9,57.84,3.33,0.071294022258258,0.6599999999999999,B이하,B,B이하,B이하,357000.0
선진,음식료품,2015,437278251000.0,130.48,43.39,1.35,0.04415815024972066,1.3,B이하,B,B이하,B이하,814000.0
성문전자,전기전자,2015,45273303000.0,58.52,63.08,-10.64,0.02352034412657258,1.27,B이하,B,B이하,B이하,3000.0
성보화학,화학,2015,107552970000.0,19.93,83.38,2.76,-0.014567737791496423,1.345,B이하,C,B이하,B이하,4404000.0
성신양회,비금속광물,2015,1072795123000.0,251.38,28.46,10.59,0.1884884605751042,1.315,B이하,B,B이하,B+,0.0
성안,섬유의복,2015,259934334000.0,166.68,37.5,-13.05,0.4169894146472187,0.775,B이하,C,B이하,B이하,549000.0
성창기업지주,서비스업,2015,362501569000.0,29.96,76.95,8.48,1.5906434712828155,1.7100000000000002,B이하,D,B이하,B이하,2081000.0
세기상사,서비스업,2015,45133360000.0,76.73,56.58,-1.05,-0.10438962935913822,0.91,B이하,B,B이하,B이하,0.0
세방,운수창고업,2015,918399831000.0,28.03,78.11,0.1,0.060638456475730754,0.815,B이하,B+,B이하,B이하,4043000.0
세방전지,전기전자,2015,1001384893000.0,30.38,76.7,0.0,0.07090108297359703,0.8700000000000001,B이하,C,B+,B+,4810000.0
세아특수강,철강금속,2015,500308874000.0,74.09,57.44,-9.23,0.11578447948171286,0.675,B이하,B,B이하,B+,5900000.0
세아홀딩스,서비스업,2015,5191468774000.0,86.23,53.7,3.91,11.232829890780238,0.8200000000000001,B이하,C,B이하,B이하,6998000.0
세우글로벌,유통업,2015,36979514000.0,16.71,85.68,-11.01,0.03200146954770587,1.29,B이하,C,B이하,B이하,0.0
세종공업,운수장비,2015,914404459000.0,132.53,43.01,7.37,0.06208666825455254,0.7849999999999999,B이하,B,B이하,B이하,4931000.0
세하,종이목재,2015,170139647000.0,4990.1,1.96,-2.05,-0.09152729583043263,11.8,B이하,C,B이하,B+,0.0
송원산업,화학,2015,846381000000.0,167.49,37.38,-1.66,0.15590501238469656,0.8250000000000001,B이하,C,B이하,B+,1680000.0
수산중공업,기계,2015,119234422000.0,33.74,74.77,-11.42,0.17757593384411693,1.48,B이하,C,B이하,B이하,0.0
신대양제지,종이목재,2015,375615481000.0,47.88,67.62,-2.28,0.0906478835502418,0.5900000000000001,B이하,B,B이하,B이하,0.0
신도리코,전기전자,2015,929282858000.0,13.29,88.27,4.26,-0.011589614348907177,0.77,B+,B+,B이하,B+,11799000.0
신라교역,"농업, 임업 및 어업",2015,510104471000.0,16.65,85.73,12.41,-0.08763995370782515,0.7350000000000001,B이하,C,B이하,B이하,3200000.0
신성이엔지,기계,2015,319042321000.0,413.91,19.46,-10.02,0.04220651345488656,2.085,B이하,D,B이하,B이하,0.0
신세계,유통업,2015,7918168376000.0,94.99,51.29,2.88,0.1874773925208552,0.8,B+,C,A,B+,12296000.0
신세계건설,건설업,2015,678596446000.0,629.87,13.7,29.86,0.07172202657902178,2.455,B이하,B,B+,B이하,1000000.0
신세계인터내셔날,유통업,2015,914201109000.0,96.69,50.84,10.24,0.05410114624421027,2.13,B+,B+,B+,B+,4284000.0
신세계푸드,서비스업,2015,503250776000.0,75.26,57.06,0.0,0.014047204205396985,2.4899999999999998,B이하,B,B+,B이하,1936000.0
신송홀딩스,서비스업,2015,227192888000.0,41.98,70.43,-2.59,7.895382843137255,0.875,B이하,B,B이하,B이하,946000.0
신영와코루,섬유의복,2015,317693559000.0,11.93,89.34,0.0,0.11102444735327638,0.52,B이하,C,B이하,B이하,1350000.0
신원,섬유의복,2015,431379116000.0,131.31,43.23,5.25,0.046888106987055714,0.745,B이하,C,B이하,B이하,0.0
신풍제약,의약품,2015,414299209000.0,108.79,47.9,-11.05,0.05332440505073378,1.37,B이하,B,B이하,B이하,0.0
신흥,유통업,2015,136987094000.0,61.45,61.94,0.98,0.021324173610327655,1.285,B이하,B+,B이하,B이하,575000.0
쌍방울,섬유의복,2015,217372239000.0,22.88,81.38,2.65,-0.07445479371891153,1.6099999999999999,B이하,D,B이하,B이하,0.0
써니전자,전기전자,2015,41052607000.0,45.97,68.51,-10.94,0.15037572282189668,4.105,B이하,C,B이하,B이하,0.0
씨아이테크,유통업,2015,40189897000.0,37.19,72.89,58.01,-0.1898989995650283,1.5350000000000001,B이하,D,B이하,B이하,0.0
