종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"002100","경농","KOSPI","화학","10740","40","0.37","209672455500"
"009450","경동나비엔","KOSPI","전기전자","42400","650","1.56","617708300800"
"267290","경동도시가스","KOSPI","전기가스업","21300","-100","-0.47","125572147800"
"012320","경동인베스트","KOSPI","기타금융","101500","-1000","-0.98","240049834500"
"000050","경방","KOSPI","유통업","10370","0","0.00","284296349900"
"214390","경보제약","KOSPI","의약품","7920","140","1.80","189342331200"
"012610","경인양행","KOSPI","화학","4790","20","0.42","199342388350"
"009140","경인전자","KOSPI","전기전자","26400","0","0.00","41469040800"
"013580","계룡건설","KOSPI","건설업","16840","120","0.72","150396473880"
"012200","계양전기","KOSPI","기계","2370","-10","-0.42","64518104730"
"012205","계양전기우","KOSPI","기계","5070","-10","-0.20","5927230530"
"002140","고려산업","KOSPI","음식료품","4290","300","7.52","106990133250"
"010130","고려아연","KOSPI","철강금속","492000","-2000","-0.40","9772673736000"
"002240","고려제강","KOSPI","철강금속","18850","-20","-0.11","471250000000"
"009290","광동제약","KOSPI","의약품","6540","-50","-0.76","342832365540"
"017040","광명전기","KOSPI","전기전자","2765","5","0.18","119828505475"
"017900","광전자","KOSPI","전기전자","2485","-120","-4.61","143990251055"
"037710","광주신세계","KOSPI","유통업","33450","0","0.00","266168005500"
"030610","교보증권","KOSPI","증권","5430","-10","-0.18","351067397280"
"339770","교촌에프앤비","KOSPI","유통업","8990","-30","-0.33","224593034600"
"007690","국도화학","KOSPI","화학","45200","-250","-0.55","407279843200"
"005320","국동","KOSPI","유통업","1102","2","0.18","63223420550"
"001140","국보","KOSPI","운수창고업","7020","1620","30.00","74537587800"
"002720","국제약품","KOSPI","의약품","4440","-20","-0.45","93949654080"
"083420","그린케미칼","KOSPI","화학","10210","150","1.49","245040000000"
"014530","극동유화","KOSPI","화학","3665","-15","-0.41","127796424300"
"014280","금강공업","KOSPI","철강금속","5610","-140","-2.43","164537692770"
"014285","금강공업우","KOSPI","철강금속","10690","50","0.47","6305763750"
"008870","금비","KOSPI","비금속광물","100800","-600","-0.59","100800000000"
"001570","금양","KOSPI","화학","53500","-1600","-2.90","3105676979500"
"002990","금호건설","KOSPI","건설업","6600","210","3.29","243893727000"
"002995","금호건설우","KOSPI","건설업","20500","450","2.24","5991453000"
"011780","금호석유","KOSPI","화학","132600","-300","-0.23","3887077771200"
"011785","금호석유우","KOSPI","화학","69500","0","0.00","210132277000"
"214330","금호에이치티","KOSPI","운수장비","776","-8","-1.02","152205391944"
"001210","금호전기","KOSPI","전기전자","939","-8","-0.84","31821881802"
"073240","금호타이어","KOSPI","화학","4900","-40","-0.81","1407575406300"
"092440","기신정기","KOSPI","기계","3460","30","0.87","101032000000"
"000270","기아","KOSPI","운수장비","89100","400","0.45","35822138487300"
"024110","기업은행","KOSPI","은행","10360","80","0.78","8261332002840"
"013700","까뮤이앤씨","KOSPI","건설업","1810","37","2.09","81725626800"
"004540","깨끗한나라","KOSPI","종이목재","2740","15","0.55","102039498820"
"004545","깨끗한나라우","KOSPI","종이목재","17200","-120","-0.69","6297952000"
"001260","남광토건","KOSPI","건설업","10070","-140","-1.37","99014000040"
"008350","남선알미늄","KOSPI","철강금속","2985","80","2.75","385301083650"
"008355","남선알미우","KOSPI","철강금속","27500","450","1.66","8466975000"
"004270","남성","KOSPI","유통업","2130","0","0.00","77131900800"
"003920","남양유업","KOSPI","음식료품","505000","-1000","-0.20","363600000000"
"003925","남양유업우","KOSPI","음식료품","313000","2000","0.64","52165206000"
"025860","남해화학","KOSPI","화학","9010","100","1.12","447606375430"
"005720","넥센","KOSPI","화학","4320","15","0.35","231309980640"
"005725","넥센우","KOSPI","화학","3075","0","0.00","11071845000"
"002350","넥센타이어","KOSPI","화학","8590","-50","-0.58","838967063430"
"002355","넥센타이어1우B","KOSPI","화학","2985","0","0.00","19402500000"
"251270","넷마블","KOSPI","서비스업","59000","-700","-1.17","5071256618000"
"090350","노루페인트","KOSPI","화학","8970","-80","-0.88","179400000000"
"090355","노루페인트우","KOSPI","화학","13550","0","0.00","6275357300"
"000320","노루홀딩스","KOSPI","기타금융","10310","-50","-0.48","137031766810"
"000325","노루홀딩스우","KOSPI","기타금융","21450","50","0.23","5224340550"
"006280","녹십자","KOSPI","의약품","128000","-500","-0.39","1495876864000"
"005250","녹십자홀딩스","KOSPI","서비스업","15990","-190","-1.17","751981077900"
"005257","녹십자홀딩스2우","KOSPI","서비스업","31750","-250","-0.78","26860182500"
"004370","농심","KOSPI","음식료품","430000","16000","3.86","2615536060000"
"072710","농심홀딩스","KOSPI","기타금융","74000","700","0.95","343196460000"
"058730","다스코","KOSPI","기계","4850","25","0.52","94075163850"
"030210","다올투자증권","KOSPI","증권","4180","45","1.09","254608423080"
"023590","다우기술","KOSPI","서비스업","19400","30","0.15","870412369800"
"145210","다이나믹디자인","KOSPI","기계","7770","-390","-4.78","132792244830"
"019680","대교","KOSPI","서비스업","2745","-75","-2.66","232509323250"
"019685","대교우B","KOSPI","서비스업","1785","-10","-0.56","34677177150"
"006370","대구백화점","KOSPI","유통업","9850","120","1.23","106592868350"
"008060","대덕","KOSPI","기타금융","6600","-10","-0.15","223674990000"
"00806K","대덕1우","KOSPI","기타금융","9310","-110","-1.17","11287043670"
"353200","대덕전자","KOSPI","전기전자","22950","-400","-1.71","1134118428750"
"35320K","대덕전자1우","KOSPI","전기전자","10400","-180","-1.70","21793397600"
"000490","대동","KOSPI","기계","11680","40","0.34","279529894720"
"008110","대동전자","KOSPI","전기전자","8800","140","1.62","92315933600"
"005750","대림B&Co","KOSPI","비금속광물","3395","65","1.95","56602254800"
"006570","대림통상","KOSPI","기계","3350","-15","-0.45","51003750000"
"001680","대상","KOSPI","음식료품","19230","-70","-0.36","666281520750"
"001685","대상우","KOSPI","음식료품","15220","120","0.79","20854794060"
"084690","대상홀딩스","KOSPI","기타금융","7460","20","0.27","270145533480"
"084695","대상홀딩스우","KOSPI","기타금융","9180","320","3.61","8385764760"
"128820","대성산업","KOSPI","유통업","4150","-55","-1.31","187727233700"
"117580","대성에너지","KOSPI","전기가스업","8750","60","0.69","240625000000"
"016710","대성홀딩스","KOSPI","서비스업","21250","-550","-2.52","341901003750"
"003540","대신증권","KOSPI","증권","13390","20","0.15","679855826000"
"003547","대신증권2우B","KOSPI","증권","12350","0","0.00","123500000000"
"003545","대신증권우","KOSPI","증권","12990","20","0.15","337740000000"
"009190","대양금속","KOSPI","철강금속","3985","-200","-4.78","139171083975"
"014160","대영포장","KOSPI","종이목재","1406","-8","-0.57","152402735894"
"047040","대우건설","KOSPI","건설업","4420","55","1.26","1837052059960"
"009320","대우부품","KOSPI","운수장비","1763","2","0.11","84000559125"
"042660","대우조선해양","KOSPI","운수장비","30950","2150","7.47","3320646205550"
"003090","대웅","KOSPI","의약품","15320","-110","-0.71","890735133600"
"069620","대웅제약","KOSPI","의약품","114200","-600","-0.52","1323186865000"
"000430","대원강업","KOSPI","운수장비","4455","135","3.13","276210000000"
"006340","대원전선","KOSPI","전기전자","1253","-2","-0.16","90171561102"
"006345","대원전선우","KOSPI","전기전자","2550","-60","-2.30","6684060000"
"003220","대원제약","KOSPI","의약품","14490","-100","-0.69","318268068300"
"024890","대원화성","KOSPI","화학","3045","35","1.16","125603667840"
"002880","대유에이텍","KOSPI","운수장비","706","-1","-0.14","81848622458"
"000300","대유플러스","KOSPI","전기전자","918","-16","-1.71","111076874532"
"012800","대창","KOSPI","철강금속","1465","10","0.69","133520831035"
"015230","대창단조","KOSPI","운수장비","7060","-60","-0.84","201719943800"
"001070","대한방직","KOSPI","섬유의복","53500","500","0.94","283550000000"
"006650","대한유화","KOSPI","화학","144100","600","0.42","936650000000"
"001440","대한전선","KOSPI","전기전자","14640","-180","-1.21","1821908472000"
"084010","대한제강","KOSPI","철강금속","13060","-170","-1.28","321886346040"
"001790","대한제당","KOSPI","음식료품","3775","155","4.28","338604589500"
"001795","대한제당우","KOSPI","음식료품","3475","315","9.97","22527591000"
"001130","대한제분","KOSPI","음식료품","145800","4800","3.40","246402000000"
"003490","대한항공","KOSPI","운수창고업","22350","-200","-0.89","8229731773350"
"003495","대한항공우","KOSPI","운수창고업","28050","-50","-0.18","31157771700"
"005880","대한해운","KOSPI","운수창고업","2000","-25","-1.23","638354920000"
"003830","대한화섬","KOSPI","화학","111000","-600","-0.54","147408000000"
"016090","대현","KOSPI","섬유의복","2255","-10","-0.44","99856609050"
"069460","대호에이엘","KOSPI","철강금속","1608","-22","-1.35","90023330064"
"118000","더메디팜","KOSPI","유통업","571","6","1.06","51765354273"
"192080","더블유게임즈","KOSPI","서비스업","46750","850","1.85","850417889750"
"012510","더존비즈온","KOSPI","서비스업","31950","-550","-1.69","970729948800"
"004830","덕성","KOSPI","화학","4650","-30","-0.64","72912000000"
"004835","덕성우","KOSPI","화학","5560","-80","-1.42","7739520000"
"024900","덕양산업","KOSPI","운수장비","7920","-90","-1.12","257914641600"
"145720","덴티움","KOSPI","의료정밀","161300","-4300","-2.60","1785402279000"
"002150","도화엔지니어링","KOSPI","서비스업","8930","150","1.71","301119600000"
"001230","동국제강","KOSPI","철강금속","11660","-100","-0.85","1112745713420"
"023450","동남합성","KOSPI","화학","40200","-50","-0.12","140700000000"
"004140","동방","KOSPI","운수창고업","2325","25","1.09","111534355950"
"007590","동방아그로","KOSPI","화학","6630","-20","-0.30","90284535510"
"005960","동부건설","KOSPI","건설업","7930","760","10.60","181397663590"
"005965","동부건설우","KOSPI","건설업","30500","1550","5.35","6884826000"
"026960","동서","KOSPI","유통업","21150","-350","-1.63","2108655000000"
"002210","동성제약","KOSPI","의약품","5970","0","0.00","155822790900"
"102260","동성케미컬","KOSPI","서비스업","4600","-30","-0.65","228572748800"
"000640","동아쏘시오홀딩스","KOSPI","기타금융","86900","-100","-0.11","551720539700"
"170900","동아에스티","KOSPI","의약품","56900","-300","-0.52","490176885200"
"028100","동아지질","KOSPI","건설업","14410","-40","-0.28","202498628860"
"282690","동아타이어","KOSPI","화학","12000","0","0.00","164796180000"
"001520","동양","KOSPI","비금속광물","1057","0","0.00","252289054591"
"001527","동양2우B","KOSPI","비금속광물","13090","10","0.08","4039168210"
"084670","동양고속","KOSPI","운수창고업","16000","60","0.38","46329104000"
"082640","동양생명","KOSPI","보험","3905","5","0.13","630105274425"
"001525","동양우","KOSPI","비금속광물","6190","60","0.98","3823754890"
"008970","동양철관","KOSPI","철강금속","1112","23","2.11","132200442480"
"092780","동양피스톤","KOSPI","운수장비","4905","-30","-0.61","64591296300"
"049770","동원F&B","KOSPI","음식료품","33150","-50","-0.15","639649803000"
"018500","동원금속","KOSPI","운수장비","1140","32","2.89","53300623620"
"006040","동원산업","KOSPI","기타금융","45850","-750","-1.61","2291705190250"
"030720","동원수산","KOSPI","농업, 임업 및 어업","8620","-70","-0.81","40115799100"
"014820","동원시스템즈","KOSPI","화학","42100","500","1.20","1220532972200"
"014825","동원시스템즈우","KOSPI","화학","29650","50","0.17","7830891150"
"163560","동일고무벨트","KOSPI","화학","6720","-10","-0.15","93408000000"
"004890","동일산업","KOSPI","철강금속","220000","-2500","-1.12","533547300000"
"002690","동일제강","KOSPI","철강금속","2360","5","0.21","47908849600"
"000020","동화약품","KOSPI","의약품","9740","-30","-0.31","272052517800"
"000150","두산","KOSPI","기타금융","99000","2500","2.59","1635859665000"
"000157","두산2우B","KOSPI","기타금융","93400","1600","1.74","83409749200"
"241560","두산밥캣","KOSPI","기계","54800","300","0.55","5493654296800"
"034020","두산에너빌리티","KOSPI","기계","16370","-40","-0.24","10485985960020"
"000155","두산우","KOSPI","기타금융","56900","2300","4.21","227398687800"
"336260","두산퓨얼셀","KOSPI","전기전자","31000","0","0.00","2030305506000"
"33626K","두산퓨얼셀1우","KOSPI","전기전자","9080","10","0.11","121346936000"
"33626L","두산퓨얼셀2우B","KOSPI","전기전자","11240","-60","-0.53","33566012000"
"016740","두올","KOSPI","운수장비","3810","-230","-5.69","125984050800"
"192650","드림텍","KOSPI","전기전자","8920","-90","-1.00","601691312360"
"024090","디씨엠","KOSPI","철강금속","13710","-110","-0.80","156294000000"
"003160","디아이","KOSPI","의료정밀","6990","-140","-1.96","197817000000"
"092200","디아이씨","KOSPI","운수장비","5000","-120","-2.34","194442845000"
"377190","디앤디플랫폼리츠","KOSPI","서비스업","3340","-5","-0.15","215096000000"
"013570","디와이","KOSPI","기타금융","6020","-10","-0.17","158444190660"
"210540","디와이파워","KOSPI","기계","12620","-20","-0.16","139346354960"
"115390","락앤락","KOSPI","화학","5930","-10","-0.17","297688632920"
"032350","롯데관광개발","KOSPI","서비스업","11180","-470","-4.03","824666527620"
"089860","롯데렌탈","KOSPI","서비스업","27700","-150","-0.54","1014763545100"
"330590","롯데리츠","KOSPI","서비스업","3885","0","0.00","943934114340"
"000400","롯데손해보험","KOSPI","보험","1679","3","0.18","521054681280"
"023530","롯데쇼핑","KOSPI","유통업","81400","-1000","-1.21","2302704657000"
"020150","롯데에너지머티리얼즈","KOSPI","전기전자","56900","-100","-0.18","2623706511500"
"280360","롯데웰푸드","KOSPI","음식료품","108100","400","0.37","1019877449400"
"004000","롯데정밀화학","KOSPI","화학","59400","-500","-0.83","1532520000000"
"286940","롯데정보통신","KOSPI","서비스업","27700","-550","-1.95","426478368700"
"004990","롯데지주","KOSPI","기타금융","28900","50","0.17","3031876949300"
"00499K","롯데지주우","KOSPI","기타금융","40050","-50","-0.12","32264400150"
"005300","롯데칠성","KOSPI","음식료품","142900","500","0.35","1325952523600"
"005305","롯데칠성우","KOSPI","음식료품","68200","600","0.89","52876142000"
"011170","롯데케미칼","KOSPI","화학","174200","-1500","-0.85","7451477989800"
"071840","롯데하이마트","KOSPI","유통업","11880","10","0.08","280459618560"
"027740","마니커","KOSPI","음식료품","1499","27","1.83","95203330772"
"357430","마스턴프리미어리츠","KOSPI","서비스업","3370","-10","-0.30","89574600000"
"001080","만호제강","KOSPI","철강금속","66000","2600","4.10","273900000000"
"088980","맥쿼리인프라","KOSPI","기타금융","12910","60","0.47","5226556011770"
"094800","맵스리얼티1","KOSPI","기타금융","4260","-15","-0.35","395474250060"
"138040","메리츠금융지주","KOSPI","기타금융","45050","100","0.22","9380214502900"
"090370","메타랩스","KOSPI","섬유의복","2560","10","0.39","63756003840"
"017180","명문제약","KOSPI","의약품","2670","-25","-0.93","90655722180"
"009900","명신산업","KOSPI","운수장비","22800","300","1.33","1196319032400"
"012690","모나리자","KOSPI","종이목재","2860","20","0.70","104593789300"
"005360","모나미","KOSPI","유통업","3365","50","1.51","63589438055"
"204210","모두투어리츠","KOSPI","서비스업","3610","-5","-0.14","28254802150"
"009680","모토닉","KOSPI","운수장비","9050","-70","-0.77","298650000000"
"009580","무림P&P","KOSPI","종이목재","3705","-25","-0.67","231074640420"
"009200","무림페이퍼","KOSPI","종이목재","2710","90","3.44","112761230100"
"033920","무학","KOSPI","음식료품","5990","60","1.01","170715000000"
"008420","문배철강","KOSPI","철강금속","3585","-20","-0.55","73505065425"
"025560","미래산업","KOSPI","의료정밀","26650","-1300","-4.65","121936435400"
"007120","미래아이앤지","KOSPI","서비스업","1799","-56","-3.02","50162567616"
"396690","미래에셋글로벌리츠","KOSPI","서비스업","3410","0","0.00","99094600000"
"357250","미래에셋맵스리츠","KOSPI","서비스업","3675","5","0.14","73867500000"
"085620","미래에셋생명","KOSPI","보험","3015","125","4.33","533703809835"
"006800","미래에셋증권","KOSPI","증권","7510","180","2.46","4545926224080"
"00680K","미래에셋증권2우B","KOSPI","증권","3805","55","1.47","532700000000"
"006805","미래에셋증권우","KOSPI","증권","4145","20","0.48","58343983750"
"002840","미원상사","KOSPI","화학","168100","500","0.30","815285000000"
"268280","미원에스씨","KOSPI","화학","137200","100","0.07","699720000000"
"107590","미원홀딩스","KOSPI","기타금융","99300","-300","-0.30","230376000000"
"134380","미원화학","KOSPI","화학","65200","200","0.31","143392273600"
"003650","미창석유","KOSPI","화학","70000","100","0.14","121777040000"
"155900","바다로19호","KOSPI","서비스업","2890","0","0.00","43928011560"
"377740","바이오노트","KOSPI","의약품","5400","-90","-1.64","550670659200"
"003610","방림","KOSPI","섬유의복","7450","80","1.09","315239970500"
"001340","백광산업","KOSPI","화학","6600","240","3.77","296461486200"
"035150","백산","KOSPI","화학","7930","-50","-0.63","182469300000"
"002410","범양건영","KOSPI","건설업","3435","10","0.29","85297858170"
"007210","벽산","KOSPI","비금속광물","2225","45","2.06","152546000000"
"002760","보락","KOSPI","화학","1745","25","1.45","104525500000"
"003850","보령","KOSPI","의약품","9000","-40","-0.44","618210000000"
"000890","보해양조","KOSPI","음식료품","612","0","0.00","85141518948"
"003000","부광약품","KOSPI","의약품","7940","10","0.13","564240609060"
"001270","부국증권","KOSPI","증권","20400","50","0.25","211545674400"
"001275","부국증권우","KOSPI","증권","18950","70","0.37","56850000000"
"026940","부국철강","KOSPI","철강금속","3760","25","0.67","75200000000"
"011390","부산산업","KOSPI","비금속광물","74700","-400","-0.53","78883200000"
"005030","부산주공","KOSPI","운수장비","486","0","0.00","38288532168"
"002070","비비안","KOSPI","섬유의복","1394","-15","-1.06","41532822060"
"100220","비상교육","KOSPI","서비스업","5350","50","0.94","69532564350"
"030790","비케이탑스","KOSPI","서비스업","904","0","0.00","19208323080"
"005180","빙그레","KOSPI","음식료품","50500","-300","-0.59","497487670500"
"003960","사조대림","KOSPI","음식료품","29800","600","2.05","273101116600"
"008040","사조동아원","KOSPI","음식료품","1181","160","15.67","166691772600"
"007160","사조산업","KOSPI","농업, 임업 및 어업","40850","0","0.00","204250000000"
"014710","사조씨푸드","KOSPI","음식료품","5670","-70","-1.22","97629138810"
"006090","사조오양","KOSPI","음식료품","8420","30","0.36","79339462380"
"001470","삼부토건","KOSPI","건설업","2115","171","8.80","418079188125"
"448730","삼성FN리츠","KOSPI","서비스업","5140","30","0.59","397322000000"
"006400","삼성SDI","KOSPI","전기전자","714000","4000","0.56","49097874420000"
"006405","삼성SDI우","KOSPI","전기전자","336000","-1500","-0.44","543613056000"
"006660","삼성공조","KOSPI","운수장비","12290","430","3.63","99872399060"
"028260","삼성물산","KOSPI","유통업","111300","100","0.09","20656352871000"
"02826K","삼성물산우B","KOSPI","유통업","99400","-100","-0.10","161766045000"
"207940","삼성바이오로직스","KOSPI","의약품","792000","0","0.00","56369808000000"
"032830","삼성생명","KOSPI","보험","67500","600","0.90","13500000000000"
"018260","삼성에스디에스","KOSPI","서비스업","123100","300","0.24","9525207180000"
"028050","삼성엔지니어링","KOSPI","서비스업","30250","50","0.17","5929000000000"
"009150","삼성전기","KOSPI","전기전자","143100","-800","-0.56","10688667897600"
"009155","삼성전기우","KOSPI","전기전자","70600","-100","-0.14","205233070400"
"005930","삼성전자","KOSPI","전기전자","68500","100","0.15","408930104675000"
"005935","삼성전자우","KOSPI","전기전자","57400","-400","-0.69","47233696580000"
"001360","삼성제약","KOSPI","의약품","2835","-25","-0.87","190404493965"
"010140","삼성중공업","KOSPI","운수장비","6210","170","2.81","5464800000000"
"010145","삼성중공우","KOSPI","운수장비","170300","1300","0.77","19558103500"
"016360","삼성증권","KOSPI","증권","36300","300","0.83","3241590000000"
"068290","삼성출판사","KOSPI","서비스업","22350","-300","-1.32","223500000000"
"029780","삼성카드","KOSPI","기타금융","30450","-50","-0.16","3527903230950"
"000810","삼성화재","KOSPI","보험","238500","2000","0.85","11298898624500"
"000815","삼성화재우","KOSPI","보험","175200","1100","0.63","559238400000"
"006110","삼아알미늄","KOSPI","철강금속","80500","1600","2.03","1184309238000"
"145990","삼양사","KOSPI","음식료품","46050","50","0.11","474934326450"
"145995","삼양사우","KOSPI","음식료품","28150","-50","-0.18","10417470500"
"003230","삼양식품","KOSPI","음식료품","108800","600","0.55","819592032000"
"002170","삼양통상","KOSPI","기타제조업","50800","200","0.40","152400000000"
"272550","삼양패키징","KOSPI","화학","17090","-10","-0.06","269828387390"
